Source_language,target_language,article_count,translators
it,vi,8,3
it,vo,1,1
it,xh,1,1
it,yi,1,1
it,zh,28,25
iu,am,1,1
iu,ar,5,4
iu,cr,6,4
iu,ta,3,2
iu,xh,1,1
ja,af,1,1
ja,alt,1,1
ja,ar,20,9
ja,arc,1,1
ja,ary,2,2
ja,as,1,1
ja,az,5,2
ja,bcl,1,1
ja,bn,8,5
ja,bo,3,3
ja,ca,17,12
ja,ceb,2,1
ja,co,2,2
ja,cr,1,1
ja,cs,5,2
ja,de,19,17
ja,dv,2,1
ja,el,1,1
ja,en,892,375
ja,eo,6,6
ja,es,169,78
ja,eu,6,1
ja,fa,23,9
ja,fi,3,3
ja,fj,3,1
ja,fr,215,106
ja,ga,1,1
ja,gd,4,1
ja,gl,3,2
ja,hak,7,1
ja,haw,2,1
ja,he,4,4
ja,hi,19,5
ja,ht,15,1
ja,hu,6,5
ja,hy,2,2
ja,id,49,19
ja,ie,1,1
ja,it,78,21
ja,iu,15,9
ja,jam,1,1
ja,ka,1,1
ja,km,3,2
ja,ko,897,164
ja,la,2,1
ja,ln,2,2
ja,lo,1,1
ja,lv,1,1
ja,lzh,64,18
ja,mg,1,1
ja,ml,1,1
ja,mn,2,2
ja,ms,14,12
ja,my,7,6
ja,nan,3,3
ja,nb,12,4
ja,nl,5,5
ja,nso,1,1
ja,pl,10,7
ja,pt,60,32
ja,ro,13,6
ja,ru,50,30
ja,sco,1,1
ja,shi,1,1
ja,si,1,1
ja,simple,7,5
ja,sl,3,3
ja,so,1,1
ja,sq,3,2
ja,sr,1,1
ja,ss,1,1
ja,sv,51,6
ja,sw,1,1
ja,ta,8,6
ja,th,553,10
ja,tl,4,4
ja,tr,25,20
ja,udm,1,1
ja,ug,1,1
ja,uk,14,10
ja,uz,6,3
ja,vi,58,31
ja,wuu,43,2
ja,xh,1,1
ja,yi,5,4
ja,yue,54,16
ja,zh,2172,707
ja,zu,3,3
jam,en,1,1
jv,ar,1,1
jv,en,1,1
jv,gl,1,1
jv,id,13,13
jv,ja,1,1
jv,ms,4,4
jv,nl,1,1
jv,pt,1,1
jv,si,1,1
jv,uk,1,1
ka,ady,1,1
ka,ar,3,1
ka,az,30,10
ka,ba,75,1
ka,be,1,1
ka,bs,7,1
ka,ce,2,1
ka,cs,6,4
ka,de,3,2
ka,el,2,1
ka,en,67,45
ka,eo,1,1
ka,es,2,2
ka,eu,2,2
ka,fa,1,1
ka,fr,14,10
ka,gl,1,1
ka,he,1,1
ka,hy,2,2
ka,ig,1,1
ka,is,1,1
ka,it,1,1
ka,ja,188,6
ka,ku,2,1
ka,nl,1,1
ka,pl,6,2
ka,pt,1,1
ka,ro,1,1
ka,ru,42,23
ka,simple,1,1
ka,ta,1,1
ka,tg,1,1
ka,th,1,1
ka,tr,67,8
ka,uk,41,8
ka,ur,2,1
ka,xmf,38,3
ka,zh,1,1
kaa,am,1,1
kaa,ht,1,1
kaa,ru,2,1
kaa,tr,1,1
kaa,tt,1,1
kaa,uz,7,5
kab,fr,2,2
kbd,ady,10,3
kg,es,2,2
kg,fr,1,1
kg,ln,1,1
kg,rw,1,1
ki,ar,1,1
ki,fr,1,1
kk,ar,1,1
kk,az,5,2
kk,ba,6,4
kk,bg,1,1
kk,bxr,1,1
kk,ca,3,1
kk,el,63,1
kk,en,167,33
kk,eo,1,1
kk,fr,1,1
kk,gl,1,1
kk,ja,1,1
kk,kk,1,1
kk,ky,9,6
kk,mn,1,1
kk,mrj,1,1
kk,ru,273,57
kk,tg,1,1
kk,tr,13,3
kk,tt,15,5
kk,uk,6,6
kk,ur,6,1
kk,uz,530,23
kk,zh,1,1
kl,uk,1,1
km,en,15,10
km,fr,1,1
km,or,9,1
km,th,2,1
km,vi,1,1
kn,bn,3,1
kn,en,16,14
kn,gu,2,2
kn,hi,13,6
kn,mr,1,1
kn,sa,8,4
kn,ta,2,1
kn,tcy,66,13
kn,te,2,2
kn,zh,1,1
ko,ar,14,5
ko,ary,1,1
ko,az,22,2
ko,ba,1,1
ko,bn,3,1
ko,bxr,21,1
ko,ceb,1,1
ko,cy,1,1
ko,de,5,5
ko,el,1,1
ko,en,729,141
ko,es,38,20
ko,fa,3,2
ko,fr,15,14
ko,gl,2,1
ko,got,1,1
ko,he,3,2
ko,hi,1,1
ko,id,35,9
ko,io,1,1
ko,it,6,6
ko,ja,364,130
ko,km,39,1
ko,la,1,1
ko,lo,4,2
ko,lzh,1,1
ko,ml,1,1
ko,mn,4,3
ko,ms,7,5
ko,my,21,5
ko,nb,1,1
ko,nl,1,1
ko,pt,17,8
ko,ro,1,1
ko,ru,7,7
ko,simple,6,5
ko,sr,1,1
ko,ta,1,1
ko,tet,1,1
ko,th,15,4
ko,tl,4,1
ko,tr,10,3
ko,uk,7,7
ko,ur,3,2
ko,uz,51,15
ko,vi,49,9
ko,vo,1,1
ko,yue,3,2
ko,zh,261,105
krc,gl,1,1
ks,en,3,1
ks,fa,2,1
ku,ar,13,9
ku,az,3,1
ku,ca,1,1
ku,ckb,37,19
ku,da,1,1
ku,de,6,6
ku,diq,2,1
ku,ee,1,1
ku,en,8,8
ku,eo,2,2
ku,fa,31,14
ku,fr,2,2
ku,he,2,1
ku,ig,9,3
ku,it,2,2
ku,pl,8,2
ku,sd,8,5
ku,sq,6,4
ku,sv,1,1
ku,tk,1,1
ku,tr,32,20
ku,ur,1,1
kv,gl,1,1
kv,koi,1,1
kv,uk,1,1
kw,ang,4,1
kw,cy,5,1
kw,de,1,1
kw,ig,1,1
kw,so,1,1
kw,ti,6,1
ky,ba,1,1
ky,el,14,1
ky,en,2,2
ky,et,1,1
ky,ja,1,1
ky,kk,2,2
ky,mrj,1,1
ky,ru,27,18
ky,tg,2,2
ky,tr,4,3
ky,tt,1,1
ky,uz,7,4
ky,zh,1,1
la,be,1,1
la,bg,1,1
la,ca,1,1
la,co,1,1
la,cs,1,1
la,de,1,1
la,el,6,2
la,en,3,3
la,eo,6,3
la,es,3,1
la,eu,1,1
la,fr,10,8
la,gl,1,1
la,hr,2,1
la,hy,1,1
la,it,3,3
la,ja,4,3
la,ki,1,1
la,mg,2,1
la,ms,6,1
la,nl,7,2
la,pt,2,2
la,ro,1,1
la,sq,4,2
la,sw,1,1
la,tr,2,2
lad,ca,1,1
lad,eo,1,1
lad,es,2,2
lad,gl,2,2
lad,pt,1,1
lb,ca,2,2
lb,cs,14,1
lb,de,16,8
lb,el,1,1
lb,en,7,6
lb,es,4,2
lb,fi,1,1
lb,fr,21,17
lb,gl,3,1
lb,it,1,1
lb,ja,1,1
lb,la,1,1
lb,nb,1,1
lb,simple,1,1
lb,uk,1,1
lbe,av,1,1
lfn,la,1,1
lg,en,4,2
li,nl,3,2
lij,en,1,1
lij,gl,1,1
lld,it,1,1
lld,vi,1,1
lmo,ca,5,4
lmo,eml,3,1
lmo,en,2,1
lmo,it,13,8
lmo,pms,1,1
ln,fr,2,2
ln,gl,1,1
ln,it,1,1
ln,kg,1,1
ln,la,1,1
ln,pt,2,2
ln,sw,2,2
lo,my,1,1
lo,ru,1,1
lo,th,2,2
lrc,en,1,1
lt,ar,1,1
lt,az,1,1
lt,be,10,4
lt,bn,1,1
lt,cs,7,2
lt,cy,2,1
lt,de,7,6
lt,en,96,44
lt,eo,4,2
lt,es,10,7
lt,et,1,1
lt,eu,2,2
lt,fr,10,10
lt,gl,2,1
lt,hu,2,2
lt,ja,4,2
lt,ko,1,1
lt,lfn,1,1
lt,lv,23,7
lt,mg,1,1
lt,nb,1,1
lt,pl,6,6
lt,pt,1,1
lt,ro,3,1
lt,ru,62,30
lt,sgs,650,3
lt,simple,1,1
lt,sq,1,1
lt,tr,7,2
lt,uk,26,15
lv,ca,1,1
lv,cs,38,3
lv,cy,3,1
lv,de,2,2
lv,en,75,52
lv,eo,2,2
lv,es,6,5
lv,et,3,2
lv,eu,1,1
lv,fi,2,2
lv,fr,22,8
lv,gl,3,1
lv,he,1,1
lv,hr,1,1
lv,hu,1,1
lv,hy,1,1
lv,id,1,1
lv,it,1,1
lv,ka,2,2
lv,lt,32,10
lv,ltg,1,1
lv,nl,1,1
lv,pl,5,4
lv,ru,233,37
lv,sk,2,2
lv,tg,1,1
lv,tr,1,1
lv,uk,22,12
lv,zh,3,2
lzh,yue,4,3
lzh,zh,23,5
mad,gl,1,1
mai,da,1,1
mai,en,1,1
mai,gom,1,1
mai,hi,2,2
mai,id,1,1
mai,ne,2,2
mai,nl,1,1
mai,rmy,1,1
mdf,gl,1,1
mdf,myv,2,1
mg,af,1,1
mg,ar,1,1
mg,da,1,1
mg,eo,1,1
mg,es,1,1
mg,fr,10,8
mg,hy,1,1
mg,ja,1,1
mg,jv,1,1
mg,ka,1,1
mg,nl,1,1
mg,ru,1,1
mg,simple,1,1
mg,uk,3,1
mhr,gl,1,1
mhr,uk,3,1
mi,en,1,1
mi,pl,1,1
mi,tl,1,1
min,en,1,1
min,id,44,23
min,jv,1,1
mk,ar,1,1
mk,be,3,1
mk,bg,24,12
mk,bn,1,1
mk,bs,1,1
mk,ca,1,1
mk,cs,1,1
mk,de,2,2
mk,el,8,3
mk,en,47,40
mk,es,5,4
mk,fr,2,2
mk,gl,1,1
mk,he,41,1
mk,hr,3,3
mk,hsb,3,1
mk,hu,2,2
mk,it,1,1
mk,lt,1,1
mk,mg,2,1
mk,nb,1,1
mk,pl,4,3
mk,ro,10,3
mk,ru,15,11
mk,rup,11,8
mk,sh,1,1
mk,simple,1,1
mk,sl,3,2
mk,sq,39,10
mk,sr,32,16
mk,tr,5,1
mk,uk,215,18
mk,ur,3,1
ml,ar,2,2
ml,en,126,61
ml,eo,1,1
ml,es,1,1
ml,fr,3,3
ml,gu,1,1
ml,hi,9,7
ml,id,1,1
ml,ja,3,3
ml,kn,2,2
ml,ko,1,1
ml,pa,1,1
ml,sa,4,1
ml,simple,1,1
ml,ta,13,11
ml,te,2,1
ml,ur,3,1
ml,zh,1,1
mn,be,1,1
mn,bxr,9,1
mn,de,2,1
mn,en,27,23
mn,es,1,1
mn,ja,4,2
mn,kk,1,1
mn,ky,1,1
mn,mhr,1,1
mn,ro,1,1
mn,ru,6,4
mn,tyv,1,1
mn,ug,1,1
mn,uk,1,1
mn,zh,1,1
mni,bn,1,1
mni,gl,1,1
mni,hi,1,1
mni,hif,2,1
mnw,en,1,1
mnw,gl,1,1
mnw,my,10,5
mr,ang,1,1
mr,bho,2,2
mr,bn,6,3
mr,en,43,31
mr,gl,1,1
mr,gu,49,5
mr,hi,40,20
mr,kn,3,2
mr,mi,1,1
mr,my,1,1
mr,pa,1,1
mr,pi,1,1
mr,sa,5,2
mr,simple,1,1
mr,te,1,1
mr,ur,52,1
mrj,ru,1,1
ms,af,2,2
ms,ak,1,1
ms,ar,42,9
ms,az,2,2
ms,bi,1,1
ms,bn,1,1
ms,ceb,12,3
ms,cs,1,1
ms,de,1,1
ms,el,1,1
ms,en,256,83
ms,es,16,10
ms,et,2,2
ms,fa,1,1
ms,fi,2,2
ms,fr,2,2
ms,gl,4,2
ms,haw,1,1
ms,hi,1,1
ms,hu,3,3
ms,hy,2,2
ms,id,175,54
ms,it,5,3
ms,ja,10,7
ms,jv,22,10
ms,ka,1,1
ms,ko,6,6
ms,la,1,1
ms,lo,6,1
ms,lt,1,1
ms,lv,1,1
ms,mg,74,1
ms,mi,1,1
ms,min,1,1
ms,nl,1,1
ms,ps,1,1
ms,pt,4,4
ms,ru,2,2
ms,simple,17,4
ms,so,1,1
ms,sq,3,3
ms,su,6,5
ms,sv,1,1
ms,ta,1,1
ms,th,3,3
ms,tk,1,1
ms,tl,5,4
ms,tr,5,4
ms,uk,1,1
ms,uz,12,3
ms,yue,1,1
ms,zh,33,22
mt,ar,3,2
mt,ca,2,2
mt,en,4,3
mt,es,1,1
mt,fr,1,1
mt,gl,1,1
mt,pl,1,1
mt,simple,1,1
mt,tr,2,1
mt,uk,7,1
mt,ur,1,1
mwl,gl,3,2
mwl,pt,5,1
my,en,23,21
my,es,1,1
my,fr,1,1
my,it,1,1
my,ja,5,2
my,km,3,2
my,mnw,30,6
my,shn,1,1
my,th,2,1
myv,gl,1,1
myv,ro,1,1
myv,uk,3,1
mzn,arz,1,1
mzn,en,2,2
mzn,fa,14,11
nah,en,1,1
nan,trv,1,1
nan,zh,1,1
nap,it,10,7
nap,ro,1,1
nap,scn,1,1
nb,af,3,3
nb,ar,6,5
nb,az,1,1
nb,bn,5,3
nb,ca,12,7
nb,ceb,4,3
nb,cs,85,2
nb,da,253,38
nb,de,17,13
nb,el,2,2
nb,en,293,85
nb,eo,6,2
nb,es,40,22
nb,et,1,1
nb,eu,3,1
nb,fa,3,3
nb,fi,14,11
nb,fr,345,35
nb,gl,9,4
nb,he,3,3
nb,hi,1,1
nb,hr,1,1
nb,hu,2,2
nb,hy,1,1
nb,is,1,1
nb,it,10,9
nb,ja,3,3
nb,ko,1,1
nb,ku,1,1
nb,lt,2,2
nb,lv,1,1
nb,mk,2,2
nb,mt,1,1
nb,nan,1,1
nb,nds-nl,4,1
nb,nl,10,8
nb,nn,4307,91
nb,pl,18,4
nb,ps,4,1
nb,pt,5,4
nb,ro,6,3
nb,ru,17,12
nb,se,3,3
nb,simple,1,1
nb,sl,2,2
nb,smn,11,1
nb,sr,1,1
nb,sv,174,47
nb,te,1,1
nb,tg,1,1
nb,th,2,1
nb,tr,7,7
nb,uk,13,9
nb,yue,1,1
nb,zh,1,1
nds,de,19,7
nds,en,1,1
nds,gl,1,1
nds,nds-nl,1,1
nds,pdc,1,1
nds,pfl,1,1
nds-nl,bar,2,1
nds-nl,ia,1,1
nds-nl,nds,2,2
ne,bn,3,2
ne,bo,2,1
ne,dty,16,3
ne,en,22,17
ne,fr,1,1
ne,gl,1,1
ne,gu,1,1
ne,hi,13,7
ne,kn,2,2
ne,lo,1,1
ne,mai,16,5
ne,new,65,2
ne,pt,1,1
ne,ru,1,1
ne,sa,2,2
ne,sd,1,1
nl,af,265,27
nl,ar,36,13
nl,arz,7,1
nl,ast,1,1
nl,az,2,2
nl,be,18,1
nl,bg,7,4
nl,ca,44,17
nl,cs,85,13
nl,cy,1,1
nl,da,122,6
nl,de,155,61
nl,diq,2,2
nl,el,8,3
nl,en,757,336
nl,eo,325,13
nl,es,309,107
nl,eu,5,2
nl,fa,34,6
nl,fi,4,3
nl,fr,1145,282
nl,fy,70,14
nl,ga,2,2
nl,gl,81,8
nl,he,9,6
nl,hi,1,1
nl,hr,2,2
nl,hu,9,9
nl,hy,8,3
nl,ia,3,1
nl,id,19,16
nl,ig,1,1
nl,it,88,38
nl,ja,45,23
nl,jv,4,2
nl,ka,2,2
nl,ko,4,2
nl,ksh,1,1
nl,ku,1,1
nl,la,7,5
nl,lb,1,1
nl,li,8,1
nl,lt,1,1
nl,lv,1,1
nl,mk,5,2
nl,ms,1,1
nl,nb,22,12
nl,nds,1,1
nl,nds-nl,16,6
nl,nn,1,1
nl,pap,9,7
nl,pl,6,4
nl,ps,10,2
nl,pt,110,35
nl,ro,31,5
nl,ru,66,25
nl,simple,3,3
nl,sk,1,1
nl,sq,3,3
nl,sr,2,2
nl,srn,2,2
nl,su,2,1
nl,sv,14,13
nl,sw,4,2
nl,tg,1,1
nl,th,2,1
nl,ti,20,2
nl,tl,2,1
nl,tr,40,23
nl,uk,138,24
nl,ur,2,1
nl,uz,2,2
nl,vi,3,2
nl,vls,6,4
nl,wa,2,1
nl,yue,1,1
nl,zh,20,12
nn,af,1,1
nn,cs,1,1
nn,da,6,3
nn,en,7,7
nn,es,1,1
nn,fa,1,1
nn,fo,1,1
nn,fr,6,3
nn,gl,1,1
nn,he,1,1
nn,ko,1,1
nn,nb,2509,97
nn,nds-nl,1,1
nn,nl,1,1
nn,no,42,9
nn,ru,2,2
nn,se,3,2
nn,sq,1,1
nn,sv,17,7
nn,uk,1,1
no,bg,2,2
no,ca,1,1
no,da,43,15
no,en,16,8
no,es,2,2
no,fi,1,1
no,fr,1,1
no,hu,1,1
no,it,1,1
no,nl,3,2
no,nn,533,25
no,simple,2,2
no,sv,4,4
no,tr,3,2
no,uk,1,1
nov,de,1,1
nov,gl,1,1
nqo,ar,1,1
nqo,en,1,1
nqo,fr,1,1
nrm,fr,1,1
nrm,frp,1,1
nrm,gl,1,1
nso,af,2,1
nso,st,2,1
nso,tr,1,1
ny,zh,2,1
oc,ast,1,1
oc,ca,46,28
oc,en,3,2
oc,eo,1,1
oc,es,8,6
oc,eu,1,1
oc,fr,16,7
oc,gl,9,2
oc,ja,1,1
oc,ku,1,1
oc,pt,5,2
olo,gl,1,1
olo,uk,1,1
om,am,2,1
om,de,1,1
om,en,1,1
om,gl,1,1
om,so,2,1
om,ti,2,1
or,bn,2,1
or,en,21,12
or,eu,1,1
or,hi,10,3
or,or,1,1
or,ru,1,1
or,sat,13,4
os,en,1,1
os,fa,1,1
os,gl,1,1
os,uk,1,1
pa,af,1,1
pa,bn,1,1
pa,en,28,16
pa,fr,2,2
pa,gu,3,2
pa,hi,58,17
pa,mr,1,1
pa,pnb,8,4
pa,ta,8,2
pa,ur,122,3
pa,zu,1,1
pag,gl,1,1
pag,war,1,1
pam,en,1,1
pam,vi,1,1
pap,eo,1,1
pap,nl,1,1
pcd,fr,2,2
pcd,gl,2,1
pcd,ig,1,1
pcd,nrm,1,1
pdc,de,1,1
pfl,gl,1,1
pfl,nds,1,1
pi,hi,1,1
pi,mai,1,1
pl,ar,4,4
pl,arz,4,1
pl,ast,2,1
pl,ba,17,2
pl,be,138,24
pl,be-tarask,28,3
pl,bg,15,6
pl,bn,1,1
pl,ca,35,13
pl,ceb,3,1
pl,crh-latn,1,1
pl,cs,254,64
pl,csb,1,1
pl,cy,2,2
pl,da,1,1
pl,de,87,44
pl,diq,1,1
pl,el,95,6
pl,en,419,234
pl,eo,116,18
pl,es,175,78
pl,et,1,1
pl,eu,2,1
pl,fa,3,3
pl,fi,2,1
pl,fr,218,88
pl,fy,1,1
pl,gl,9,3
pl,ha,5,2
pl,he,30,15
pl,hi,1,1
pl,hr,1,1
pl,hu,11,10
pl,hy,11,2
pl,id,3,2
pl,it,47,27
pl,ja,72,26
pl,ka,5,4
pl,km,1,1
pl,ko,3,3
pl,ku,4,1
pl,la,5,3
pl,lt,7,6
pl,lv,2,2
pl,mk,61,20
pl,mn,1,1
pl,ms,1,1
pl,nb,3,2
pl,nl,17,14
pl,nn,1,1
pl,no,1,1
pl,nv,1,1
pl,pdc,1,1
pl,pt,45,17
pl,ro,176,8
pl,ru,463,114
pl,sa,1,1
pl,simple,5,4
pl,sk,11,7
pl,sq,15,6
pl,sr,6,4
pl,sv,5,5
pl,szl,12,7
pl,ta,1,1
pl,tg,2,2
pl,tr,87,12
pl,tt,3,2
pl,uk,2542,238
pl,ur,5,1
pl,uz,3,3
pl,vi,179,11
pl,zh,4,4
pms,gl,1,1
pms,it,5,3
pms,lmo,1,1
pnb,azb,1,1
pnb,hi,1,1
pnb,mzn,2,2
pnb,pa,11,4
pnb,sd,39,4
pnb,ur,18,9
pnt,el,1,1
pnt,en,1,1
ps,am,1,1
ps,ar,1,1
ps,ary,1,1
ps,arz,1,1
ps,bn,1,1
ps,ceb,1,1
ps,ckb,1,1
ps,cy,1,1
ps,el,1,1
ps,en,2,2
ps,eo,1,1
ps,fa,8,6
ps,fr,2,2
ps,gu,1,1
ps,he,1,1
ps,hi,2,2
ps,hy,1,1
ps,ig,1,1
ps,it,1,1
ps,ja,1,1
ps,ka,1,1
ps,km,1,1
ps,ko,1,1
ps,ml,1,1
ps,nb,1,1
ps,ne,1,1
ps,nl,1,1
ps,or,1,1
ps,pa,1,1
ps,pnb,1,1
ps,sd,1,1
ps,shi,1,1
ps,si,1,1
ps,simple,1,1
ps,ta,1,1
ps,tg,2,2
ps,ur,56,1
ps,uz,1,1
ps,zh,1,1
pt,af,7,5
pt,ak,1,1
pt,am,1,1
pt,ar,61,22
pt,arz,1,1
pt,as,1,1
pt,ast,13,5
pt,ay,1,1
pt,az,3,3
pt,be,4,3
pt,bg,4,2
pt,bm,1,1
pt,bn,11,6
pt,br,1,1
pt,bs,4,4
pt,ca,1149,84
pt,ceb,4,4
pt,ch,1,1
pt,chy,1,1
pt,co,4,4
pt,cr,1,1
pt,cs,9,8
pt,cy,7,6
pt,da,8,7
pt,de,102,46
pt,diq,2,2
pt,dv,3,1
pt,ee,1,1
pt,el,11,9
pt,eml,1,1
pt,en,1105,492
pt,eo,85,32
pt,es,3080,651
pt,et,4,3
pt,eu,81,19
pt,fa,6,6
pt,fi,7,6
pt,fj,1,1
pt,fo,2,2
pt,fr,1054,261
pt,fy,4,2
pt,ga,2,2
pt,gag,1,1
pt,gd,1,1
pt,gl,1280,83
pt,gn,4,3
pt,gu,1,1
pt,gv,2,2
pt,ha,2,2
pt,haw,12,5
pt,he,30,14
pt,hi,7,6
pt,hif,1,1
pt,hr,12,11
pt,ht,2,2
pt,hu,5,4
pt,hy,4,3
pt,hyw,1,1
pt,ia,3,2
pt,id,50,5
pt,ig,1,1
pt,io,1,1
pt,is,1,1
pt,it,338,122
pt,ja,85,50
pt,jbo,1,1
pt,jv,3,2
pt,ka,1,1
pt,kl,1,1
pt,ko,19,13
pt,ku,1,1
pt,la,12,10
pt,lb,1,1
pt,lij,1,1
pt,lmo,1,1
pt,ln,3,3
pt,lt,1,1
pt,ltg,1,1
pt,lv,4,4
pt,mg,7,1
pt,mi,2,2
pt,min,1,1
pt,mk,11,7
pt,ml,3,1
pt,mn,1,1
pt,mr,1,1
pt,ms,2,2
pt,mt,4,2
pt,mwl,423,8
pt,my,2,2
pt,nap,2,2
pt,nb,12,7
pt,ne,1,1
pt,nl,44,23
pt,nn,4,2
pt,nov,2,2
pt,ny,1,1
pt,oc,20,3
pt,om,3,2
pt,pa,1,1
pt,pap,1,1
pt,pdc,2,2
pt,pih,1,1
pt,pl,6,6
pt,pms,1,1
pt,pnb,1,1
pt,pt,2,2
pt,qu,2,2
pt,rm,1,1
pt,ro,54,14
pt,ru,88,46
pt,rup,1,1
pt,sc,1,1
pt,scn,2,2
pt,sco,1,1
pt,sh,1,1
pt,simple,64,23
pt,sk,3,3
pt,sl,3,2
pt,sm,4,3
pt,sn,1,1
pt,so,2,2
pt,sq,15,5
pt,sr,4,2
pt,ss,1,1
pt,st,2,2
pt,sv,14,6
pt,sw,1,1
pt,te,2,2
pt,tet,2,2
pt,tg,2,2
pt,th,3,3
pt,tn,1,1
pt,tr,6366,24
pt,ts,1,1
pt,ty,1,1
pt,uk,123,30
pt,ur,4,1
pt,uz,4,4
pt,ve,1,1
pt,vec,1,1
pt,vi,45,5
pt,vls,1,1
pt,vo,2,2
pt,war,1,1
pt,wuu,1,1
pt,xh,9,1
pt,yi,2,2
pt,yo,4,3
pt,yue,1,1
pt,zh,16,14
pt,zu,6,1
qu,es,9,9
qu,gl,6,2
qu,se,1,1
rm,de,1,1
rm,gl,2,1
rm,it,1,1
rmy,ee,2,1
rmy,hif,1,1
ro,af,3,3
ro,am,1,1
ro,ar,3,3
ro,ast,1,1
ro,az,2,2
ro,be-tarask,1,1
ro,bg,11,5
ro,bs,1,1
ro,ca,191,12
ro,ceb,1,1
ro,cs,5,5
ro,de,20,16
ro,el,6,3
ro,en,259,122
ro,eo,6,2
ro,es,104,41
ro,et,1,1
ro,eu,3,2
ro,fi,3,2
ro,fr,119,68
ro,gl,7,3
ro,he,12,6
ro,hu,47,21
ro,id,2,2
ro,it,183,24
ro,ja,17,7
ro,jbo,1,1
ro,la,1,1
ro,lv,3,2
ro,mk,2,2
ro,ml,2,2
ro,mt,1,1
ro,myv,1,1
ro,nb,72,7
ro,nl,5,4
ro,or,1,1
ro,pl,13,6
ro,pt,15,9
ro,ru,46,24
ro,simple,1,1
ro,sq,8,4
ro,sr,2,2
ro,su,1,1
ro,sv,4,4
ro,sw,1,1
ro,th,1,1
ro,tr,7,7
ro,uk,161,28
ro,ur,1,1
ro,uz,2,2
ro,zh,4,3
ru,ab,4,4
ru,ace,3,2
ru,af,7,6
ru,alt,2,2
ru,am,1,1
ru,ami,1,1
ru,ang,1,1
ru,ar,103,36
ru,arz,1,1
ru,av,31,14
ru,ay,1,1
ru,az,1504,104
ru,ba,16584,117
ru,ban,2,2
ru,be,5439,227
ru,be-tarask,20,9
ru,bg,864,69
ru,bn,5,5
ru,bo,1,1
ru,bs,2,2
ru,bxr,44,4
ru,ca,101,28
ru,ce,76,12
ru,ceb,35,3
ru,co,2,1
ru,cr,1,1
ru,crh-latn,1,1
ru,cs,284,74
ru,cu,4,1
ru,cv,40,18
ru,cy,2,2
ru,da,4,4
ru,de,84,62
ru,dz,1,1
ru,ee,1,1
ru,el,197,24
ru,en,1529,554
ru,eo,103,30
ru,es,319,134
ru,et,32,23
ru,eu,4,4
ru,fa,37,21
ru,fi,23,10
ru,fr,769,181
ru,frp,1,1
ru,fy,1,1
ru,gag,2,2
ru,gan,1,1
ru,gl,34,6
ru,gn,1,1
ru,gv,1,1
ru,ha,1,1
ru,haw,6,2
ru,he,1962,54
ru,hi,9,8
ru,hr,2,2
ru,hu,38,12
ru,hy,3084,238
ru,id,21,9
ru,inh,10,5
ru,is,1,1
ru,it,210,74
ru,ja,232,60
ru,jv,1,1
ru,ka,309,67
ru,kaa,14,7
ru,kbd,3,2
ru,kk,3877,224
ru,km,1,1
ru,ko,45,13
ru,koi,1,1
ru,krc,11,2
ru,kw,1,1
ru,ky,472,40
ru,la,23,5
ru,lbe,4,4
ru,lez,9,5
ru,lo,146,1
ru,lt,86,16
ru,lv,115,42
ru,mk,424,22
ru,mn,28,12
ru,ms,3,2
ru,mt,1,1
ru,my,4,4
ru,myv,199,9
ru,nah,1,1
ru,nb,6,4
ru,nds,2,1
ru,nl,17,16
ru,nn,7,2
ru,nqo,1,1
ru,ny,1,1
ru,oc,1,1
ru,olo,1,1
ru,os,201,10
ru,pa,4,1
ru,pl,135,67
ru,pt,132,47
ru,ro,299,50
ru,rue,3,3
ru,sah,438,24
ru,sh,2,2
ru,si,1,1
ru,simple,38,19
ru,sk,26,13
ru,sl,4,4
ru,sq,3,3
