Source_language,target_language,article_count,translators
ru,sr,163,45
ru,srn,1,1
ru,sv,78,21
ru,sw,1,1
ru,ta,1,1
ru,tg,2830,42
ru,th,7,4
ru,tk,13,8
ru,tl,9,4
ru,tpi,1,1
ru,tr,174,68
ru,tt,2844,120
ru,tyv,410,17
ru,udm,41,9
ru,ug,1,1
ru,uk,41725,2393
ru,ur,33,2
ru,uz,18321,632
ru,vi,158,25
ru,vo,1,1
ru,xmf,5,4
ru,yi,1,1
ru,zh,100,55
rue,ru,3,3
rue,sk,1,1
rue,uk,39,4
rup,gl,1,1
rw,fr,20,2
rw,gl,1,1
rw,ha,1,1
sa,en,1,1
sa,gu,1,1
sa,hi,3,2
sa,kn,2,1
sa,ml,4,2
sa,new,1,1
sa,si,1,1
sa,te,2,1
sah,ru,4,4
sah,uk,10,1
sat,bn,2,2
sat,en,2,2
sc,ca,3,2
sc,en,8,1
sc,eo,1,1
sc,es,2,2
sc,gl,1,1
sc,it,15,12
sc,ro,1,1
scn,it,4,3
scn,nap,1,1
sco,cs,2,1
sco,en,9,5
sco,eo,4,2
sco,es,2,2
sco,fr,1,1
sco,fy,1,1
sco,gd,1,1
sco,gl,1,1
sco,it,1,1
sco,ja,2,2
sco,simple,3,2
sd,en,2,2
sd,fa,4,1
sd,gu,1,1
sd,hi,1,1
sd,ku,1,1
sd,pnb,1,1
sd,skr,1,1
sd,ur,28,3
se,en,1,1
se,gl,1,1
se,nb,1,1
se,nn,1,1
se,smn,7,3
sg,fr,1,1
sgs,fi,1,1
sgs,lt,1,1
sgs,lv,1,1
sgs,vi,1,1
sh,az,1,1
sh,bs,40,16
sh,ceb,8,1
sh,cs,1,1
sh,de,1,1
sh,el,1,1
sh,en,26,15
sh,es,3,3
sh,eu,3,1
sh,fr,2,2
sh,gl,1,1
sh,he,1,1
sh,hr,39,18
sh,it,5,5
sh,mk,19,11
sh,pl,3,3
sh,pt,2,2
sh,ro,1,1
sh,ru,3,3
sh,simple,1,1
sh,sl,2,2
sh,sq,27,11
sh,sr,145,45
sh,tr,1,1
sh,uk,3,2
shn,gl,1,1
si,ar,1,1
si,en,14,13
si,fr,1,1
si,hi,4,1
si,ja,1,1
si,new,1,1
si,ta,1,1
si,ur,1,1
si,zh,1,1
simple,af,25,10
simple,am,10,3
simple,ar,46,23
simple,ary,17,2
simple,arz,3,3
simple,as,1,1
simple,ast,2,2
simple,ay,1,1
simple,az,4,4
simple,ba,22,1
simple,bar,5,1
simple,be,2,2
simple,bg,3,3
simple,bho,3,3
simple,bn,24,13
simple,bo,1,1
simple,bs,1,1
simple,ca,25,18
simple,ceb,3,3
simple,ch,1,1
simple,ckb,65,7
simple,co,1,1
simple,cs,15,9
simple,cy,16,5
simple,da,10,4
simple,de,8,7
simple,dty,1,1
simple,dv,4,1
simple,el,13,8
simple,eml,1,1
simple,en,172,37
simple,eo,116,17
simple,es,607,63
simple,et,2,2
simple,eu,31,2
simple,fa,26,12
simple,ff,1,1
simple,fi,10,4
simple,fr,35,30
simple,fy,3,3
simple,ga,3,1
simple,gd,1,1
simple,gl,131,5
simple,gu,81,9
simple,guw,1,1
simple,ha,546,6
simple,he,6,4
simple,hi,46,25
simple,hif,4,4
simple,hr,6,3
simple,ht,2,2
simple,hu,3,2
simple,hy,2,2
simple,ia,3,3
simple,id,31,5
simple,ie,4,3
simple,ig,2,1
simple,io,1,1
simple,is,2,2
simple,it,21,15
simple,iu,1,1
simple,ja,42,25
simple,jv,19,3
simple,ka,9,4
simple,kg,1,1
simple,km,7,2
simple,kn,2,2
simple,ko,6,6
simple,ku,24,5
simple,kw,140,9
simple,la,2,2
simple,lad,1,1
simple,lfn,1,1
simple,lmo,2,1
simple,ln,1,1
simple,lo,1,1
simple,lt,19,3
simple,lv,1,1
simple,lzh,3,2
simple,mai,1,1
simple,mg,3,2
simple,mi,1,1
simple,mk,4,4
simple,ml,3,2
simple,mn,1,1
simple,mni,2,1
simple,mr,9,5
simple,ms,15,9
simple,mt,2,1
simple,my,27,4
simple,nan,1,1
simple,nap,11,1
simple,nb,22,2
simple,nds,1,1
simple,ne,2,2
simple,new,1,1
simple,nl,22,10
simple,nn,1,1
simple,nso,6,1
simple,ny,2,1
simple,om,19,3
simple,or,2,2
simple,os,10,1
simple,pa,69,6
simple,pap,2,2
simple,pcd,1,1
simple,pdc,1,1
simple,pih,1,1
simple,pl,14,5
simple,pms,2,1
simple,ps,5,2
simple,pt,81,28
simple,ro,15,7
simple,ru,22,15
simple,sa,2,2
simple,sah,15,1
simple,sat,2,2
simple,sco,11,5
simple,sd,7,2
simple,shi,4,2
simple,si,8,2
simple,sk,1,1
simple,sl,1,1
simple,so,1,1
simple,sq,20,7
simple,sr,9,5
simple,st,5,1
simple,sv,4,4
simple,sw,367,3
simple,ta,13,7
simple,te,1,1
simple,tet,1,1
simple,tg,4,4
simple,th,19,3
simple,tl,8,3
simple,tn,2,1
simple,tr,135,26
simple,ts,1,1
simple,tt,3,3
simple,ug,1,1
simple,uk,42,12
simple,ur,12,4
simple,uz,37,4
simple,vec,1,1
simple,vi,39,11
simple,wuu,2,1
simple,xh,149,4
simple,yi,98,2
simple,yo,9,5
simple,yue,1,1
simple,zh,14,13
simple,zu,5,1
sk,az,15,2
sk,bg,4,2
sk,ca,1,1
sk,cs,1388,139
sk,de,7,6
sk,el,2,2
sk,en,145,43
sk,eo,41,6
sk,es,6,5
sk,fr,8,6
sk,gl,1,1
sk,hu,24,16
sk,it,1,1
sk,ja,1,1
sk,mk,2,1
sk,oc,2,1
sk,pl,13,11
sk,pt,1,1
sk,ro,3,2
sk,ru,268,12
sk,rue,2,2
sk,simple,1,1
sk,sl,5,2
sk,sq,2,1
sk,sr,1,1
sk,sv,1,1
sk,tr,2,2
sk,tt,1,1
sk,uk,55,19
skr,gl,1,1
sl,ar,3,2
sl,bg,1,1
sl,bs,17,4
sl,ca,16,3
sl,cs,13,7
sl,de,11,9
sl,en,74,48
sl,eo,1,1
sl,es,10,7
sl,fr,22,17
sl,gl,2,2
sl,he,2,2
sl,hr,22,16
sl,hu,1,1
sl,it,14,11
sl,ja,5,5
sl,lt,1,1
sl,mg,8,1
sl,mk,46,12
sl,ml,1,1
sl,nl,4,2
sl,pl,2,2
sl,pt,3,3
sl,ro,42,1
sl,ru,13,8
sl,sh,1,1
sl,sk,3,1
sl,sq,14,6
sl,sr,14,10
sl,sv,1,1
sl,tr,3,2
sl,uk,8,6
sm,es,1,1
sm,it,1,1
sm,ti,7,1
sm,to,1,1
sm,uk,1,1
smn,en,4,1
smn,fi,7,1
smn,gl,1,1
smn,nb,1,1
sn,en,3,2
so,ar,5,5
so,en,6,6
so,gl,1,1
so,hi,2,1
so,om,3,1
so,ti,1,1
so,tr,5,3
sq,af,1,1
sq,ar,5,4
sq,az,1,1
sq,be,1,1
sq,bg,3,1
sq,bs,21,7
sq,cs,17,2
sq,de,17,8
sq,el,14,9
sq,en,83,60
sq,eo,6,2
sq,es,5,5
sq,fo,1,1
sq,fr,10,10
sq,gl,3,2
sq,he,2,1
sq,hr,1,1
sq,hu,2,2
sq,it,18,12
sq,ku,1,1
sq,la,3,2
sq,lt,1,1
sq,mg,1,1
sq,mk,4,3
sq,mn,1,1
sq,ms,1,1
sq,nl,1,1
sq,nn,1,1
sq,ro,3,3
sq,ru,6,4
sq,sco,4,1
sq,sh,4,3
sq,so,1,1
sq,sr,1,1
sq,sv,5,1
sq,tg,1,1
sq,tr,9,7
sq,uk,8,5
sq,ur,2,1
sr,ar,2,2
sr,az,1,1
sr,be,4,3
sr,bg,9,7
sr,bs,38,23
sr,ca,6,3
sr,cs,43,7
sr,de,11,11
sr,el,29,9
sr,en,124,83
sr,eo,1,1
sr,es,14,13
sr,eu,3,1
sr,fr,22,18
sr,gl,3,2
sr,he,5,3
sr,hr,65,27
sr,hu,4,4
sr,hy,6,2
sr,it,5,4
sr,ja,2,2
sr,lt,1,1
sr,mk,2449,138
sr,nl,2,2
sr,pl,9,5
sr,pt,6,5
sr,ro,23,5
sr,ru,100,44
sr,rup,1,1
sr,sh,54,20
sr,simple,1,1
sr,sk,4,3
sr,sl,19,6
sr,sq,47,11
sr,sr,2,2
sr,ta,1,1
sr,tr,3,3
sr,uk,67,16
sr,ur,2,1
sr,vi,11,2
sr,zh,7,4
ss,es,2,2
st,ar,1,1
st,bn,1,1
st,sw,1,1
su,en,2,2
su,gl,1,1
su,id,4,4
su,it,1,1
su,ja,1,1
su,pt,1,1
su,uk,1,1
sv,af,2,2
sv,ar,35,15
sv,arz,2,1
sv,az,2,2
sv,ba,1,1
sv,be,20,6
sv,bg,2,2
sv,bn,1,1
sv,ca,54,22
sv,ceb,57,2
sv,ckb,9,1
sv,cs,62,16
sv,cy,1,1
sv,da,457,73
sv,de,42,29
sv,el,9,3
sv,en,380,177
sv,eo,76,6
sv,es,183,82
sv,et,4,2
sv,eu,36,4
sv,fa,15,11
sv,fi,297,88
sv,fo,5,3
sv,fr,170,78
sv,gl,40,5
sv,gor,1,1
sv,he,11,5
sv,hr,1,1
sv,hu,6,6
sv,id,36,4
sv,io,3,1
sv,is,10,7
sv,it,42,28
sv,ja,31,15
sv,jv,3,2
sv,ka,1,1
sv,ko,1,1
sv,ku,1,1
sv,kv,1,1
sv,ky,1,1
sv,lad,1,1
sv,lo,18,1
sv,lt,19,3
sv,lv,1,1
sv,mg,1,1
sv,mk,13,3
sv,ml,3,2
sv,mn,2,2
sv,nah,1,1
sv,nb,1158,95
sv,nds-nl,4,1
sv,nl,56,26
sv,nn,334,17
sv,no,4,4
sv,pdc,1,1
sv,pl,11,8
sv,pt,57,24
sv,ro,23,2
sv,ru,83,30
sv,rue,2,1
sv,se,4,4
sv,simple,3,3
sv,sk,2,2
sv,sl,1,1
sv,smn,5,1
sv,sq,13,10
sv,sr,13,6
sv,th,140,3
sv,ti,1,1
sv,tl,5,3
sv,tr,224,16
sv,uk,115,31
sv,vi,4,4
sv,yue,1,1
sv,zh,10,9
sw,ast,1,1
sw,bg,1,1
sw,de,2,2
sw,en,8,7
sw,eo,1,1
sw,es,1,1
sw,fr,4,3
sw,it,1,1
sw,lg,4,1
sw,ln,1,1
sw,nb,1,1
sw,ny,1,1
sw,simple,2,2
sw,sv,1,1
sw,tr,2,2
sw,uk,6,3
sw,vi,1,1
szl,en,1,1
szl,pl,2,2
szl,uk,2,1
szy,gl,1,1
ta,ar,11,3
ta,as,2,2
ta,bn,2,2
ta,de,2,1
ta,dv,1,1
ta,en,58,45
ta,eo,2,2
ta,es,2,2
ta,fr,4,4
ta,gu,5,4
ta,hi,19,13
ta,iu,1,1
ta,ja,13,6
ta,kn,4,4
ta,ko,10,6
ta,ml,46,12
ta,mr,2,2
ta,ms,1,1
ta,my,1,1
ta,ne,1,1
ta,or,1,1
ta,pt,1,1
ta,sa,1,1
ta,si,8,5
ta,simple,1,1
ta,te,6,3
ta,ty,1,1
ta,zh,2,2
tcy,gl,1,1
tcy,kn,1,1
te,bn,2,2
te,en,46,30
te,eo,1,1
te,hi,9,5
te,ja,2,2
te,kn,16,9
te,mai,1,1
te,mr,1,1
te,ru,1,1
te,sa,1,1
te,si,1,1
te,ta,2,2
tg,ab,1,1
tg,alt,2,2
tg,ami,1,1
tg,ar,1,1
tg,ast,1,1
tg,av,1,1
tg,ba,1,1
tg,be,1,1
tg,bn,1,1
tg,bs,1,1
tg,ca,1,1
tg,ceb,1,1
tg,cs,1,1
tg,en,2,2
tg,es,5,5
tg,fa,36,9
tg,gl,2,2
tg,gsw,1,1
tg,he,1,1
tg,hi,2,2
tg,hy,3,3
tg,ky,20,2
tg,mg,1,1
tg,ps,1,1
tg,ru,141,25
tg,simple,1,1
tg,sk,1,1
tg,sl,1,1
tg,sm,1,1
tg,sr,2,2
tg,tt,1,1
tg,uk,11,4
tg,ur,20,2
tg,uz,300,31
th,ab,1,1
th,ace,5,3
th,ak,1,1
th,am,2,1
th,an,1,1
th,ang,2,1
th,ar,2,2
th,ast,2,1
th,ay,2,1
th,az,1,1
th,bi,18,1
th,bn,1,1
th,cbk-zam,1,1
th,cdo,1,1
th,ceb,139,3
th,crh-latn,1,1
th,da,1,1
th,dsb,3,1
th,dz,2,1
th,eml,1,1
th,en,187,60
th,eo,1,1
th,es,7,5
th,et,1,1
th,fr,12,11
th,frp,4,2
th,frr,2,1
th,fur,3,1
th,gd,1,1
th,gn,3,1
th,hif,2,1
th,hsb,1,1
th,ht,1,1
th,id,5,3
th,ie,3,1
th,ig,2,1
th,io,1,1
th,ja,67,10
th,jv,18,1
th,kaa,2,1
th,kab,1,1
th,km,38,7
th,ko,6,1
th,lij,2,1
th,lmo,2,1
th,lo,551,12
th,lt,1,1
th,ltg,2,1
th,lv,1,1
th,mg,13,1
th,mi,3,1
th,mnw,28,3
th,ms,2,2
th,mt,2,2
th,mwl,2,1
th,my,12,7
th,na,2,1
th,nah,2,1
th,nan,1,1
th,nov,1,1
th,nso,1,1
th,oc,1,1
th,olo,2,1
th,pag,2,1
th,pih,4,1
th,pms,2,1
th,pt,1,1
th,rm,1,1
th,ru,1,1
th,rw,2,1
th,sc,1,1
th,scn,1,1
th,sco,2,1
th,se,1,1
th,shn,4,2
th,simple,1,1
th,so,1,1
th,stq,1,1
th,tet,9,1
th,tl,41,2
th,tpi,5,2
th,tw,1,1
th,ty,3,2
th,ug,1,1
th,uz,1,1
th,vi,4,3
th,vo,1,1
th,vro,1,1
th,war,18,1
th,xh,1,1
th,yo,1,1
th,yue,1,1
th,zh,11,7
th,zu,4,1
ti,gl,1,1
ti,nl,1,1
ti,so,1,1
tk,az,2,2
tk,azb,2,2
tk,en,3,3
tk,fr,2,1
tk,ja,1,1
tk,ru,3,2
tk,tr,14,9
tk,uk,1,1
tk,ur,3,1
tk,uz,2,1
tl,ar,2,2
tl,ast,1,1
tl,bcl,169,12
tl,ca,1,1
tl,ceb,186,6
tl,en,27,21
tl,es,6,4
tl,fr,1,1
tl,gl,1,1
tl,hu,1,1
tl,id,2,2
tl,ja,1,1
tl,lo,1,1
tl,ms,2,1
tl,pag,2,1
tl,ru,2,1
tl,simple,2,2
tl,vi,1,1
tl,war,26,1
tl,zh,1,1
tn,en,15,2
to,fr,1,1
to,gl,1,1
to,uk,1,1
tpi,gl,1,1
tpi,sm,1,1
tr,ady,5,2
tr,af,1,1
tr,ang,1,1
tr,ar,214,69
tr,ary,2,1
tr,arz,1,1
tr,az,740,210
tr,azb,124,17
tr,ba,49,5
tr,bg,36,13
tr,bn,19,7
tr,bs,4,4
tr,bxr,1,1
tr,ca,31,7
tr,ckb,6,3
tr,crh-latn,5,4
tr,cs,6,2
tr,da,5,4
tr,de,78,45
tr,diq,505,31
tr,el,29,17
tr,en,574,338
tr,eo,17,4
tr,es,92,56
tr,fa,97,47
tr,fi,2,2
tr,fr,132,74
tr,gag,10,4
tr,gl,5,2
tr,glk,1,1
tr,gsw,1,1
tr,haw,1,1
tr,he,9,6
tr,hi,2,2
tr,hu,10,5
tr,hy,4,3
tr,hyw,2,1
tr,ia,1,1
tr,id,124,6
tr,inh,1,1
tr,it,35,22
tr,ja,23,16
tr,jv,2,2
tr,ka,30,16
tr,kbd,4,3
tr,kk,17,6
tr,kn,1,1
tr,ko,3,3
tr,ku,186,38
tr,ky,8,5
tr,lt,3,3
tr,lv,1,1
tr,mdf,2,1
tr,mg,10,1
tr,mk,11,6
tr,mn,3,3
tr,ms,3,3
tr,nb,2,2
tr,nl,14,12
tr,ny,3,1
tr,pdc,2,1
tr,pl,6,3
tr,pnb,1,1
tr,ps,2,1
tr,pt,39,9
tr,rm,1,1
tr,rmy,1,1
tr,ro,18,9
tr,ru,101,45
tr,sco,1,1
tr,simple,11,9
tr,sk,1,1
tr,so,6,3
tr,sq,10,8
tr,sr,6,4
tr,sv,16,10
tr,sw,1,1
tr,ta,1,1
tr,tg,2,2
tr,th,1,1
tr,tk,42,17
tr,tr,2,2
tr,tt,14,9
tr,ug,7,5
tr,uk,152,16
tr,ur,7,5
tr,uz,3092,190
tr,vi,3,3
tr,xh,1,1
tr,yi,1,1
tr,zh,3,3
ts,af,1,1
ts,cy,1,1
ts,en,1,1
ts,et,1,1
ts,gl,1,1
ts,hi,1,1
ts,ro,1,1
ts,zu,1,1
tt,av,1,1
tt,ba,338,21
tt,bg,1,1
tt,br,1,1
tt,cv,2,2
tt,en,2,2
tt,eo,1,1
tt,es,1,1
tt,fr,1,1
tt,fy,1,1
tt,gl,2,1
tt,ky,1,1
tt,ro,1,1
tt,ru,30,18
tt,tg,1,1
tt,tr,3,2
tt,uk,8,4
tt,ur,18,1
tt,zh,1,1
tw,es,1,1
tw,id,1,1
ty,az,1,1
ty,ca,1,1
ty,haw,1,1
ty,ie,1,1
ty,zh,1,1
tyv,gl,1,1
tyv,ky,1,1
udm,el,1,1
udm,gl,1,1
udm,smn,1,1
ug,en,1,1
ug,gl,1,1
ug,tr,1,1
uk,ab,1,1
uk,ady,1,1
uk,af,2,2
uk,an,1,1
uk,ar,23,9
uk,arz,3,3
uk,az,21,10
uk,ba,29,12
uk,be,1691,59
uk,be-tarask,10,2
uk,bg,16,12
uk,bs,1,1
uk,bxr,1,1
uk,ca,15,10
uk,ceb,3,2
uk,co,2,1
uk,crh-latn,310,11
uk,cs,63,19
uk,cv,2,1
uk,da,1,1
uk,de,56,36
uk,el,13,9
uk,en,464,227
uk,eo,6,4
uk,es,72,41
uk,et,4,4
uk,eu,1,1
uk,fa,4,4
uk,fi,7,6
uk,fr,58,40
uk,ga,1,1
uk,gd,1,1
uk,gl,5,2
uk,he,26,11
uk,hi,2,1
uk,hr,3,3
uk,hu,8,6
uk,hy,17,8
uk,ia,1,1
uk,ig,1,1
uk,is,2,2
uk,it,44,19
uk,ja,11,11
uk,ka,15,3
uk,kk,2,1
uk,km,1,1
uk,ko,1,1
uk,ky,2,2
uk,la,3,2
uk,lt,3,1
uk,lv,3,2
uk,mk,78,6
uk,mt,1,1
uk,myv,2,2
uk,nb,2,1
uk,new,1,1
uk,nl,8,7
uk,pdc,1,1
uk,pl,63,35
uk,pt,13,10
uk,ro,66,13
uk,ru,7359,543
uk,rue,9,6
uk,sah,2,1
uk,sh,1,1
uk,simple,16,7
uk,sk,5,4
uk,sl,4,3
uk,sq,4,2
uk,sr,36,9
uk,sv,8,3
uk,tg,187,9
uk,th,2,2
uk,tk,1,1
uk,tr,27,18
uk,tt,7,7
uk,ur,2,1
uk,uz,21,10
uk,vi,4,4
uk,war,1,1
uk,yi,3,2
uk,zh,19,13
uk,zu,1,1
ur,af,1,1
ur,ar,19,11
ur,ary,1,1
ur,arz,2,2
ur,az,1,1
ur,bn,75,11
ur,ca,1,1
ur,cs,1,1
ur,da,1,1
ur,en,91,44
ur,es,3,3
ur,fa,17,15
ur,fr,1,1
ur,gu,2,2
ur,he,1,1
ur,hi,30,17
ur,it,1,1
ur,ja,1,1
ur,ko,1,1
ur,ks,63,2
ur,mni,1,1
ur,ms,2,1
ur,my,1,1
ur,ne,1,1
ur,pa,28,5
ur,pnb,109,16
ur,ps,703,9
ur,ro,1,1
ur,sd,786,13
ur,simple,2,2
ur,skr,333,3
ur,ta,1,1
ur,te,1,1
ur,tr,4,4
ur,ug,1,1
ur,uk,1,1
ur,uz,4,3
ur,zh,1,1
uz,ab,2,2
uz,ace,1,1
uz,ady,1,1
uz,am,1,1
uz,an,1,1
uz,ar,2,1
uz,arz,1,1
uz,az,13,8
uz,azb,1,1
uz,be,14,4
uz,ceb,1,1
uz,el,1,1
uz,en,28,28
uz,eo,2,2
uz,es,1,1
uz,et,2,2
uz,fr,2,2
uz,ja,1,1
uz,ka,1,1
uz,kaa,228,70
uz,kk,1,1
uz,ky,6,4
uz,mn,1,1
uz,ms,1,1
uz,nb,1,1
uz,ny,1,1
uz,olo,1,1
uz,pt,2,2
uz,rmy,1,1
uz,ru,107,50
uz,sk,1,1
uz,tg,4,4
uz,tk,1,1
uz,tr,28,16
uz,tt,3,1
uz,ug,2,1
uz,uk,1,1
uz,ur,5,1
uz,zh,1,1
vec,en,1,1
vec,it,6,5
vec,la,1,1
vec,sc,1,1
vep,gl,1,1
vi,ar,3,3
vi,arz,2,2
vi,az,1,1
vi,be,6,1
vi,bn,1,1
vi,bo,1,1
vi,ca,2,2
vi,cdo,2,1
vi,ceb,24,1
vi,cs,8,4
vi,de,1,1
vi,el,3,2
vi,en,122,75
vi,eo,1,1
vi,es,12,10
vi,fi,1,1
vi,fo,2,1
vi,fr,34,27
vi,gan,1,1
vi,gl,40,2
vi,glk,1,1
vi,hak,1,1
vi,hr,1,1
vi,hsb,1,1
vi,hu,1,1
vi,id,55,4
vi,it,1,1
vi,iu,4,1
vi,ja,29,12
vi,jv,1,1
vi,km,3,2
vi,ko,16,8
vi,la,1,1
vi,lrc,1,1
vi,ml,4,1
vi,nan,2,2
vi,ne,1,1
vi,nl,1,1
vi,om,4,1
vi,ro,2,1
vi,ru,47,3
vi,simple,9,6
vi,so,1,1
vi,th,8,5
vi,tr,70,3
vi,tw,1,1
vi,uk,1,1
vi,uz,41,8
vi,vi,1,1
vi,vo,1,1
vi,wo,1,1
vi,wuu,1,1
vi,yue,14,2
vi,zh,38,21
vls,nl,3,3
vls,wa,2,1
vo,gn,1,1
vo,mg,6,1
vo,ty,1,1
vro,gl,1,1
vro,ja,1,1
wa,fr,4,4
wa,gl,6,1
wa,ko,1,1
wa,nl,2,1
wa,pcd,1,1
war,ar,1,1
war,ceb,8,1
war,en,3,3
war,fr,2,2
war,gl,4,1
war,id,1,1
war,lo,4,1
war,ml,1,1
war,ne,2,1
war,tr,1,1
war,ug,1,1
war,vi,20,1
wuu,fr,1,1
wuu,lzh,1,1
wuu,ru,1,1
wuu,yue,36,1
wuu,zh,35,18
xh,en,1,1
xh,fr,1,1
xh,simple,1,1
xh,st,1,1
xh,zu,1,1
xmf,en,2,2
xmf,ka,7,4
yi,bar,4,1
yi,cs,1,1
yi,en,2,2
yi,he,18,11
yi,tr,1,1
yi,ur,1,1
yo,en,2,2
yo,fa,1,1
yo,fr,2,2
yo,ha,3,1
yo,ig,2,2
yo,ro,1,1
yo,simple,1,1
yo,sv,1,1
yue,en,10,8
yue,es,1,1
yue,fr,1,1
yue,ja,5,4
yue,lzh,1,1
yue,nan,1,1
yue,trv,1,1
yue,wuu,20,3
yue,za,1,1
yue,zh,330,71
zea,ig,1,1
zea,nl,2,2
zea,so,1,1
zh,ab,1,1
zh,ace,2,2
zh,af,1,1
zh,am,2,1
zh,ar,20,15
zh,ast,1,1
zh,az,7,4
zh,ba,1,1
zh,be,2,2
zh,bi,1,1
zh,bn,6,1
zh,bo,1,1
zh,ca,52,7
zh,cbk-zam,1,1
zh,cdo,7,3
zh,ceb,336,3
zh,chy,1,1
zh,ckb,1,1
zh,co,2,1
zh,crh-latn,1,1
zh,cs,6,3
zh,da,1,1
zh,de,24,14
zh,diq,1,1
zh,el,4,3
zh,en,917,494
zh,eo,10,6
zh,es,70,32
zh,eu,1,1
zh,fa,4,4
zh,fi,6,2
zh,fj,3,1
zh,fr,108,43
zh,frp,2,1
zh,frr,1,1
zh,gan,2,2
zh,gl,6,3
zh,gn,4,1
zh,got,1,1
zh,gsw,1,1
zh,hak,1054,2
zh,he,9,4
zh,hi,1,1
zh,ht,2,1
zh,hu,1,1
zh,hy,1,1
zh,id,15,10
zh,io,1,1
zh,it,14,10
zh,iu,1,1
zh,ja,873,277
zh,jbo,1,1
zh,kab,2,1
zh,kl,1,1
zh,km,2,1
zh,ko,128,59
zh,ky,6,4
zh,la,1,1
zh,lo,35,2
zh,lv,1,1
zh,lzh,160,61
zh,mi,1,1
zh,min,2,2
zh,mk,168,1
zh,mn,1,1
zh,ms,20,7
zh,my,3,3
zh,na,1,1
zh,nan,277,26
zh,nb,3,2
zh,nds-nl,1,1
zh,nl,7,7
zh,nov,3,3
zh,om,1,1
zh,pap,1,1
zh,pl,1,1
zh,pms,1,1
zh,pt,24,15
zh,ro,2,1
zh,ru,40,21
zh,sc,2,1
zh,scn,1,1
zh,sco,1,1
zh,se,1,1
zh,simple,22,17
zh,so,11,2
zh,sq,1,1
zh,sr,2,1
zh,srn,1,1
zh,stq,1,1
zh,sv,6,6
zh,ta,1,1
zh,tg,1,1
zh,th,103,11
zh,tl,55,3
zh,tpi,52,1
zh,tr,3,3
zh,trv,4,3
zh,ug,1,1
zh,uk,34,14
zh,ur,1,1
zh,uz,70,14
zh,vep,1,1
zh,vi,442,82
zh,vo,1,1
zh,war,25,1
zh,wuu,605,21
zh,xal,26,1
zh,yo,1,1
zh,yue,800,112
zh,zh,28,27
zh,zh-min-nan,1,1
zh,zh-tw,8,6
zh-yue,en,1,1
zh-yue,wuu,2,1
zh-yue,zh,2,2
zu,az,1,1
zu,bg,1,1
zu,co,1,1
zu,en,2,2
zu,fr,1,1
zu,gd,1,1
zu,haw,1,1
zu,hr,1,1
zu,sn,1,1
zu,ss,1,1
zu,tw,1,1
zu,xh,2,2
